Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1458,Frank,Williams,30,DevOps-Illinois,Active,2022-02-13,71478,frank.williams@example.com,-102724054,Good,True
EMP1459,Charlie,Williams,30,DevOps-Texas,Pending,2023-03-19,77412,charlie.williams@example.com,-9342967110,Poor,False
EMP1460,Alice,Johnson,30,Sales-California,Pending,2021-03-28,94775,alice.johnson@example.com,-4837537457,Average,False
EMP1461,Heidi,Jones,30,HR-Nevada,Active,2021-05-02,74277,heidi.jones@example.com,-4384588104,Excellent,True
EMP1462,Bob,Miller,35,Finance-Texas,Inactive,2021-03-05,67468,bob.miller@example.com,-6974132833,Good,True
EMP1463,Eva,Smith,25,DevOps-Texas,Active,2022-03-01,80675,eva.smith@example.com,-8315203770,Excellent,False
EMP1464,Charlie,Brown,40,Finance-Florida,Inactive,2023-01-23,76274,charlie.brown@example.com,-704496409,Average,False
EMP1465,David,Davis,30,Finance-Texas,Active,2021-08-26,51405,david.davis@example.com,-4967066702,Average,True
EMP1466,Bob,Garcia,25,HR-New York,Inactive,2020-11-25,101239,bob.garcia@example.com,-3626804084,Average,True
EMP1467,Bob,Smith,35,Sales-Illinois,Inactive,2023-12-13,52170,bob.smith@example.com,-954930595,Excellent,False
EMP1468,Charlie,Jones,32,Finance-New York,Active,2020-07-26,73177,charlie.jones@example.com,-6018648768,Excellent,False
EMP1469,Grace,Brown,32,DevOps-Nevada,Pending,2021-06-27,96242,grace.brown@example.com,-9842673203,Excellent,False
EMP1470,Bob,Jones,25,Finance-Illinois,Pending,2024-09-16,84366,bob.jones@example.com,-4138459608,Excellent,False
EMP1471,Alice,Garcia,40,Cloud Tech-California,Pending,2023-07-04,92015,alice.garcia@example.com,-4544901494,Average,True
EMP1472,Alice,Williams,30,Admin-Nevada,Inactive,2020-06-16,83150,alice.williams@example.com,-4277070704,Average,False
EMP1473,Grace,Brown,40,Finance-Nevada,Inactive,2020-07-05,94931,grace.brown@example.com,-7836091497,Good,False
EMP1474,Frank,Williams,40,HR-New York,Inactive,2020-04-01,68431,frank.williams@example.com,-5172444722,Good,True
EMP1475,David,Garcia,35,Sales-Texas,Active,2024-03-20,98753,david.garcia@example.com,-2290310286,Excellent,False
EMP1476,Frank,Smith,32,Finance-Illinois,Active,2023-02-07,54269,frank.smith@example.com,-9508304404,Poor,True
EMP1477,Grace,Garcia,32,DevOps-Florida,Pending,2024-12-10,66495,grace.garcia@example.com,-8093511870,Poor,False
EMP1478,Grace,Smith,25,Sales-Illinois,Pending,2024-06-27,90004,grace.smith@example.com,-8133595615,Average,False
EMP1479,Charlie,Brown,25,Finance-New York,Active,2021-03-09,106592,charlie.brown@example.com,-4205955656,Average,True
EMP1480,Grace,Brown,25,DevOps-Florida,Active,2024-08-11,93906,grace.brown@example.com,-4902504289,Average,True
EMP1481,Eva,Miller,35,DevOps-Texas,Active,2022-03-05,88945,eva.miller@example.com,-1935889535,Good,False
EMP1482,Eva,Jones,32,Finance-Texas,Pending,2023-06-30,91130,eva.jones@example.com,-9026113988,Good,False
EMP1483,Bob,Miller,40,Admin-New York,Pending,2023-04-19,90787,bob.miller@example.com,-8681809787,Average,False
EMP1484,Bob,Jones,25,Sales-Texas,Inactive,2024-11-11,87494,bob.jones@example.com,-7543943534,Average,True
EMP1485,Grace,Miller,35,Finance-Nevada,Inactive,2023-03-17,92627,grace.miller@example.com,-3751376514,Average,False
EMP1486,Eva,Williams,40,Admin-Illinois,Pending,2023-10-26,98556,eva.williams@example.com,-8815793762,Poor,True
EMP1487,Frank,Brown,30,Cloud Tech-Nevada,Inactive,2021-07-04,112792,frank.brown@example.com,-9283692943,Good,True
EMP1488,Eva,Smith,35,HR-Florida,Pending,2023-11-03,56875,eva.smith@example.com,-5511668296,Poor,False
EMP1489,Charlie,Jones,35,DevOps-Florida,Inactive,2021-07-05,101016,charlie.jones@example.com,-3270216486,Poor,True
EMP1490,Bob,Garcia,30,Finance-New York,Inactive,2024-02-26,83912,bob.garcia@example.com,-1206021287,Average,False
EMP1491,Frank,Jones,25,Sales-New York,Active,2021-09-29,99670,frank.jones@example.com,-6652683414,Average,False
EMP1492,Alice,Smith,30,Admin-New York,Active,2021-05-25,52315,alice.smith@example.com,-5999101575,Excellent,False
EMP1493,Frank,Miller,30,HR-California,Inactive,2022-10-31,77786,frank.miller@example.com,-7647229811,Excellent,False
EMP1494,Alice,Jones,30,HR-Florida,Pending,2022-07-02,62431,alice.jones@example.com,-995765727,Poor,False
EMP1495,Frank,Davis,35,Admin-California,Pending,2024-08-28,98220,frank.davis@example.com,-9413475097,Good,True
EMP1496,Grace,Williams,25,Admin-Illinois,Active,2024-10-21,65495,grace.williams@example.com,-8986456521,Average,True
EMP1497,David,Brown,35,DevOps-Florida,Pending,2020-02-11,110524,david.brown@example.com,-368499514,Average,False
EMP1498,Alice,Smith,40,Admin-Nevada,Active,2023-05-16,106061,alice.smith@example.com,-4214477323,Poor,False
EMP1499,Eva,Brown,35,Finance-Florida,Inactive,2022-07-29,67640,eva.brown@example.com,-4913421387,Excellent,True
EMP1500,Grace,Davis,32,Cloud Tech-Texas,Pending,2023-09-18,117654,grace.davis@example.com,-2090883069,Good,True
EMP1501,Eva,Jones,35,DevOps-Texas,Inactive,2020-05-10,73540,eva.jones@example.com,-5349678273,Excellent,True
EMP1502,Frank,Jones,35,HR-Nevada,Pending,2023-08-27,70915,frank.jones@example.com,-1176741240,Excellent,True
EMP1503,David,Garcia,25,Sales-Florida,Pending,2021-10-16,97653,david.garcia@example.com,-5131528546,Excellent,False
EMP1504,Heidi,Davis,35,HR-Florida,Inactive,2022-03-06,101571,heidi.davis@example.com,-8150618537,Excellent,False
EMP1505,David,Smith,35,DevOps-Nevada,Active,2023-11-06,87424,david.smith@example.com,-32963346,Average,True
EMP1506,Frank,Garcia,32,HR-New York,Pending,2024-11-30,89077,frank.garcia@example.com,-2727423182,Average,False
EMP1507,Heidi,Williams,30,DevOps-California,Pending,2024-07-13,89132,heidi.williams@example.com,-617893205,Excellent,True
EMP1508,Frank,Garcia,25,Admin-California,Active,2024-03-04,111000,frank.garcia@example.com,-4969357823,Good,False
EMP1509,Frank,Johnson,35,HR-Illinois,Inactive,2022-08-07,109585,frank.johnson@example.com,-3477695873,Poor,True
EMP1510,Bob,Smith,40,Admin-Illinois,Active,2024-11-11,97649,bob.smith@example.com,-1314675360,Good,False
EMP1511,Grace,Johnson,25,Admin-New York,Active,2021-12-02,78643,grace.johnson@example.com,-2751562778,Good,True
EMP1512,Heidi,Davis,30,HR-Nevada,Active,2024-05-14,55657,heidi.davis@example.com,-6304483607,Good,True
EMP1513,Charlie,Miller,35,DevOps-Texas,Active,2022-07-14,69147,charlie.miller@example.com,-5456676639,Excellent,False
EMP1514,Charlie,Johnson,32,Admin-Florida,Active,2020-09-22,93014,charlie.johnson@example.com,-4735047638,Average,True
EMP1515,Grace,Williams,40,Finance-Florida,Active,2020-03-18,87365,grace.williams@example.com,-2831995297,Good,False
EMP1516,Alice,Garcia,35,Sales-New York,Active,2023-10-17,50289,alice.garcia@example.com,-61558107,Excellent,False
EMP1517,David,Miller,35,HR-New York,Active,2022-02-24,85234,david.miller@example.com,-3583286341,Good,True
EMP1518,Bob,Garcia,25,HR-California,Inactive,2024-01-30,86420,bob.garcia@example.com,-5563830007,Good,False
EMP1519,Grace,Johnson,30,HR-Florida,Inactive,2024-03-16,63190,grace.johnson@example.com,-1867024402,Excellent,False
EMP1520,Grace,Garcia,25,Admin-New York,Pending,2020-09-25,64783,grace.garcia@example.com,-3041662410,Average,False
EMP1521,Charlie,Davis,25,HR-Nevada,Pending,2024-06-10,52615,charlie.davis@example.com,-1860089218,Average,False
EMP1522,Eva,Miller,32,Sales-Texas,Pending,2020-04-08,96338,eva.miller@example.com,-6394568043,Poor,False
EMP1523,Alice,Davis,25,DevOps-Texas,Inactive,2022-06-28,76618,alice.davis@example.com,-7314976460,Excellent,True
EMP1524,Heidi,Johnson,30,Admin-Nevada,Pending,2023-07-14,50651,heidi.johnson@example.com,-3684748835,Poor,False
EMP1525,Bob,Davis,32,HR-Illinois,Pending,2023-12-06,59601,bob.davis@example.com,-765817389,Poor,False
EMP1526,Bob,Williams,32,DevOps-Illinois,Active,2021-08-01,57981,bob.williams@example.com,-6375791451,Poor,False
EMP1527,David,Johnson,32,Admin-California,Pending,2021-02-17,75055,david.johnson@example.com,-1182379311,Average,False
EMP1528,Charlie,Johnson,25,Sales-Florida,Active,2023-11-10,115319,charlie.johnson@example.com,-6978930745,Excellent,False
EMP1529,Alice,Johnson,25,DevOps-Texas,Active,2024-09-06,90191,alice.johnson@example.com,-4520599603,Poor,True
EMP1530,Bob,Smith,32,Cloud Tech-Nevada,Pending,2020-07-26,113335,bob.smith@example.com,-3878753576,Excellent,False
EMP1531,Heidi,Garcia,35,HR-Florida,Active,2020-07-23,106922,heidi.garcia@example.com,-8811616201,Excellent,True
EMP1532,Eva,Smith,35,DevOps-California,Inactive,2024-02-21,58113,eva.smith@example.com,-8123710671,Average,True
EMP1533,Alice,Smith,25,Admin-Nevada,Pending,2020-12-15,73006,alice.smith@example.com,-8728660415,Poor,True
EMP1534,Eva,Williams,25,HR-California,Active,2020-08-21,78054,eva.williams@example.com,-4485959223,Poor,True
EMP1535,Eva,Miller,40,DevOps-Florida,Inactive,2023-08-21,112029,eva.miller@example.com,-8395894772,Excellent,False
EMP1536,Charlie,Garcia,25,Admin-Texas,Inactive,2023-04-24,83787,charlie.garcia@example.com,-5228705621,Good,True
EMP1537,Heidi,Davis,30,Sales-Florida,Inactive,2023-06-06,52017,heidi.davis@example.com,-7104331874,Average,True
EMP1538,Charlie,Jones,40,Finance-Texas,Inactive,2022-06-21,53218,charlie.jones@example.com,-1097921582,Average,False
EMP1539,Frank,Johnson,25,DevOps-Nevada,Pending,2024-04-20,102054,frank.johnson@example.com,-5034469458,Average,False
EMP1540,David,Davis,35,Sales-Illinois,Pending,2023-12-05,93277,david.davis@example.com,-6488319212,Average,False
EMP1541,David,Johnson,40,HR-Nevada,Pending,2023-08-06,76941,david.johnson@example.com,-4249128964,Poor,True
EMP1542,Alice,Williams,25,DevOps-New York,Pending,2024-10-04,82850,alice.williams@example.com,-9994973202,Poor,False
EMP1543,Charlie,Johnson,25,Finance-California,Active,2021-11-08,117910,charlie.johnson@example.com,-3192227050,Good,False
EMP1544,David,Smith,32,DevOps-Florida,Inactive,2024-07-31,66450,david.smith@example.com,-287675480,Average,True
EMP1545,Heidi,Garcia,25,Finance-Florida,Inactive,2020-08-31,118647,heidi.garcia@example.com,-3866675484,Average,False
EMP1546,Alice,Jones,25,Finance-Florida,Active,2023-02-15,88437,alice.jones@example.com,-8193242686,Excellent,False
EMP1547,Eva,Brown,32,Sales-New York,Pending,2023-10-07,81935,eva.brown@example.com,-7418652056,Poor,False
EMP1548,Alice,Johnson,30,Finance-California,Pending,2024-04-20,93383,alice.johnson@example.com,-5639836519,Average,False
EMP1549,Frank,Davis,40,Cloud Tech-Texas,Pending,2021-03-30,50154,frank.davis@example.com,-3758309450,Good,True
EMP1550,Eva,Smith,32,Sales-California,Pending,2020-08-05,53204,eva.smith@example.com,-5480940475,Good,False
EMP1551,Charlie,Brown,40,Cloud Tech-California,Pending,2021-02-05,63128,charlie.brown@example.com,-440907976,Poor,False
EMP1552,Grace,Jones,30,Finance-New York,Pending,2021-11-23,57544,grace.jones@example.com,-2781050921,Good,True
EMP1553,Bob,Brown,40,Finance-Nevada,Pending,2022-10-29,59425,bob.brown@example.com,-2161070517,Good,False
EMP1554,Alice,Smith,32,Finance-Illinois,Inactive,2022-11-07,104676,alice.smith@example.com,-4390552957,Poor,True
EMP1555,Charlie,Garcia,30,Cloud Tech-Florida,Pending,2023-05-14,92431,charlie.garcia@example.com,-660138240,Average,False
EMP1556,Grace,Garcia,40,Sales-Nevada,Active,2021-07-14,77851,grace.garcia@example.com,-2704938619,Average,True
EMP1557,Eva,Miller,40,Admin-New York,Inactive,2023-05-18,99001,eva.miller@example.com,-4485157918,Good,True
EMP1558,Eva,Garcia,32,HR-Nevada,Pending,2023-02-07,94281,eva.garcia@example.com,-7111212589,Good,True
EMP1559,Eva,Miller,35,DevOps-New York,Pending,2023-08-24,118263,eva.miller@example.com,-2035713431,Average,True
EMP1560,Frank,Brown,25,HR-Illinois,Inactive,2023-04-08,89945,frank.brown@example.com,-4064242955,Poor,False
EMP1561,Grace,Williams,32,HR-Florida,Active,2022-12-06,57453,grace.williams@example.com,-3343244740,Good,True
EMP1562,Alice,Davis,25,Admin-California,Active,2021-08-09,97837,alice.davis@example.com,-7595587208,Excellent,False
EMP1563,Alice,Davis,35,Admin-Illinois,Active,2022-01-04,106982,alice.davis@example.com,-6289365434,Poor,True
EMP1564,David,Brown,32,Finance-New York,Pending,2024-05-25,105778,david.brown@example.com,-8841834373,Good,True
EMP1565,Alice,Johnson,40,Finance-Florida,Pending,2021-10-02,117608,alice.johnson@example.com,-182727954,Good,True
EMP1566,Eva,Johnson,30,Sales-Florida,Active,2023-07-21,99324,eva.johnson@example.com,-9690515025,Excellent,False
EMP1567,David,Garcia,30,HR-Florida,Active,2023-10-30,55213,david.garcia@example.com,-7551254277,Excellent,True
EMP1568,Bob,Davis,40,Cloud Tech-Florida,Inactive,2023-02-13,68497,bob.davis@example.com,-2079799666,Average,False
EMP1569,Eva,Davis,25,HR-Florida,Pending,2020-11-13,52796,eva.davis@example.com,-3459576402,Poor,False
EMP1570,Alice,Miller,32,DevOps-California,Inactive,2024-06-05,90087,alice.miller@example.com,-8166496901,Poor,False
EMP1571,Frank,Williams,32,Admin-New York,Pending,2020-05-19,105038,frank.williams@example.com,-8249839224,Average,False
EMP1572,Grace,Smith,25,HR-New York,Active,2023-09-20,73232,grace.smith@example.com,-142576269,Poor,False
EMP1573,David,Johnson,32,Sales-Florida,Pending,2024-08-13,102649,david.johnson@example.com,-2324412335,Poor,False
EMP1574,Bob,Davis,35,Finance-New York,Pending,2023-06-10,114303,bob.davis@example.com,-1328507250,Poor,False
EMP1575,Alice,Miller,35,Finance-Texas,Inactive,2021-06-09,87817,alice.miller@example.com,-7863767315,Poor,False
EMP1576,Frank,Jones,32,Sales-Florida,Inactive,2020-03-30,70750,frank.jones@example.com,-2526546967,Poor,False
EMP1577,Frank,Miller,32,Cloud Tech-Texas,Active,2024-05-02,85155,frank.miller@example.com,-1579039234,Excellent,True
EMP1578,Bob,Johnson,30,DevOps-Nevada,Active,2024-11-06,97978,bob.johnson@example.com,-5580996131,Poor,True
EMP1579,David,Johnson,32,DevOps-Nevada,Inactive,2023-08-17,107173,david.johnson@example.com,-7303461561,Excellent,True
EMP1580,Charlie,Miller,25,Finance-Nevada,Inactive,2020-03-18,56126,charlie.miller@example.com,-6244670461,Poor,True
EMP1581,Eva,Smith,32,Cloud Tech-Illinois,Active,2021-06-13,78534,eva.smith@example.com,-2681715159,Average,True
EMP1582,Grace,Brown,40,HR-Texas,Inactive,2023-10-10,85155,grace.brown@example.com,-2529867075,Good,False
EMP1583,Bob,Johnson,32,Cloud Tech-Nevada,Active,2022-01-02,114963,bob.johnson@example.com,-6046419784,Excellent,False
EMP1584,Eva,Miller,32,Cloud Tech-California,Inactive,2022-02-20,77658,eva.miller@example.com,-7585126860,Poor,False
EMP1585,Heidi,Davis,30,Sales-New York,Active,2024-03-09,77369,heidi.davis@example.com,-2059438975,Average,False
EMP1586,Eva,Miller,30,HR-Nevada,Pending,2023-08-19,76119,eva.miller@example.com,-740177508,Good,False
EMP1587,Charlie,Williams,25,Cloud Tech-Texas,Pending,2023-05-06,77586,charlie.williams@example.com,-5465408423,Excellent,False
EMP1588,Bob,Brown,35,Admin-Nevada,Pending,2024-01-26,74070,bob.brown@example.com,-5607540914,Good,False
EMP1589,Charlie,Jones,30,Admin-New York,Pending,2024-09-05,67692,charlie.jones@example.com,-863218121,Average,True
EMP1590,Alice,Smith,32,Finance-Nevada,Pending,2020-05-29,70346,alice.smith@example.com,-7645793896,Excellent,True
EMP1591,Bob,Garcia,30,DevOps-Illinois,Inactive,2021-11-08,75000,bob.garcia@example.com,-155029167,Good,True
EMP1592,David,Jones,25,HR-Illinois,Active,2021-01-31,72245,david.jones@example.com,-1546602415,Poor,True
EMP1593,Eva,Brown,32,Admin-Illinois,Pending,2022-01-16,106539,eva.brown@example.com,-1394498829,Excellent,False
EMP1594,Charlie,Brown,25,HR-New York,Active,2023-12-29,101787,charlie.brown@example.com,-5973642479,Good,False
EMP1595,Frank,Brown,30,DevOps-Nevada,Inactive,2024-12-02,83597,frank.brown@example.com,-9624406305,Average,False
EMP1596,Eva,Jones,40,Sales-Texas,Active,2023-08-15,92464,eva.jones@example.com,-2447951329,Average,True
EMP1597,Charlie,Davis,32,Admin-California,Pending,2024-12-20,93863,charlie.davis@example.com,-5319497968,Excellent,False
EMP1598,Alice,Brown,32,DevOps-Texas,Pending,2023-03-31,78359,alice.brown@example.com,-5867805554,Good,False
EMP1599,Alice,Miller,32,HR-Illinois,Pending,2022-08-24,95774,alice.miller@example.com,-7277382645,Excellent,False
EMP1600,Grace,Jones,30,Sales-Nevada,Inactive,2020-10-01,82529,grace.jones@example.com,-917851384,Excellent,True
EMP1601,Grace,Garcia,35,Sales-Texas,Pending,2021-05-04,109359,grace.garcia@example.com,-4457702991,Good,False
EMP1602,Charlie,Brown,32,Admin-Florida,Active,2021-01-01,89645,charlie.brown@example.com,-9596604872,Good,True
EMP1603,Charlie,Miller,40,HR-Texas,Active,2024-04-08,84135,charlie.miller@example.com,-6826911632,Poor,True
EMP1604,Frank,Davis,30,Cloud Tech-Nevada,Active,2022-11-26,113541,frank.davis@example.com,-1942268652,Good,True
EMP1605,Heidi,Williams,40,Cloud Tech-Texas,Pending,2021-10-25,57226,heidi.williams@example.com,-6945515887,Average,True
EMP1606,Eva,Davis,35,Sales-Illinois,Pending,2020-12-22,76366,eva.davis@example.com,-6367747225,Excellent,False
EMP1607,Bob,Garcia,32,HR-Florida,Active,2022-11-23,78409,bob.garcia@example.com,-4085721695,Excellent,True
EMP1608,Frank,Brown,40,Finance-Illinois,Active,2022-10-24,111742,frank.brown@example.com,-6630932997,Average,True
EMP1609,David,Garcia,25,Sales-Nevada,Inactive,2021-03-09,60517,david.garcia@example.com,-1996059328,Good,False
EMP1610,Bob,Jones,30,Finance-California,Pending,2020-08-20,83706,bob.jones@example.com,-7150968831,Average,False
EMP1611,David,Johnson,32,Admin-Nevada,Inactive,2020-02-15,67057,david.johnson@example.com,-7532735240,Average,True
EMP1612,Charlie,Brown,30,DevOps-Illinois,Active,2024-12-29,90059,charlie.brown@example.com,-397739731,Poor,False
EMP1613,Eva,Johnson,30,Sales-Florida,Pending,2023-02-28,94634,eva.johnson@example.com,-7819523709,Average,True
EMP1614,Eva,Miller,25,Admin-Florida,Pending,2022-08-23,110711,eva.miller@example.com,-687616480,Excellent,True
EMP1615,Grace,Williams,32,Admin-Illinois,Active,2023-06-30,96175,grace.williams@example.com,-9807704604,Average,True
EMP1616,Frank,Smith,40,Sales-Illinois,Active,2021-04-15,76475,frank.smith@example.com,-6876112490,Excellent,True
EMP1617,Alice,Garcia,30,Sales-Illinois,Pending,2022-05-09,107856,alice.garcia@example.com,-2565237340,Excellent,False
EMP1618,Charlie,Davis,40,Sales-Illinois,Active,2024-12-02,104871,charlie.davis@example.com,-5177345474,Excellent,True
EMP1619,Bob,Williams,25,Finance-Nevada,Active,2023-05-20,85155,bob.williams@example.com,-7494902283,Good,False
EMP1620,Grace,Brown,32,Finance-California,Active,2023-11-29,87087,grace.brown@example.com,-359544293,Poor,False
EMP1621,Heidi,Johnson,40,HR-Illinois,Pending,2024-04-08,108603,heidi.johnson@example.com,-7742229463,Excellent,False
EMP1622,Grace,Davis,30,HR-Florida,Active,2024-10-25,55867,grace.davis@example.com,-3039429044,Excellent,False
EMP1623,Grace,Johnson,35,Admin-Texas,Pending,2024-03-02,105260,grace.johnson@example.com,-8867925297,Good,True
EMP1624,Bob,Jones,32,Cloud Tech-Florida,Pending,2021-02-24,98144,bob.jones@example.com,-5856728726,Excellent,False
EMP1625,Frank,Johnson,25,Admin-Florida,Pending,2023-04-13,67754,frank.johnson@example.com,-6015343323,Average,True
EMP1626,Grace,Jones,32,HR-Illinois,Inactive,2023-10-25,77822,grace.jones@example.com,-9135779082,Average,False
EMP1627,Heidi,Miller,30,HR-Illinois,Pending,2022-09-17,67764,heidi.miller@example.com,-3506158147,Poor,False
EMP1628,Frank,Davis,40,DevOps-New York,Pending,2020-08-31,102347,frank.davis@example.com,-8810798333,Excellent,True
EMP1629,Charlie,Davis,25,Admin-Illinois,Inactive,2024-05-28,73691,charlie.davis@example.com,-2337209483,Good,True
EMP1630,Alice,Smith,30,Finance-Nevada,Active,2024-07-05,56376,alice.smith@example.com,-1312840332,Average,True
EMP1631,Grace,Brown,25,Cloud Tech-California,Active,2022-01-29,55603,grace.brown@example.com,-9977180512,Good,False
EMP1632,Grace,Jones,40,Sales-Nevada,Pending,2021-08-09,99812,grace.jones@example.com,-7171731892,Good,False
EMP1633,Charlie,Smith,40,Finance-Texas,Active,2024-10-07,95982,charlie.smith@example.com,-9749096172,Average,True
EMP1634,Eva,Johnson,30,Cloud Tech-Illinois,Pending,2022-11-22,98891,eva.johnson@example.com,-9970469471,Good,True
EMP1635,Alice,Johnson,35,Admin-Nevada,Active,2020-11-18,56079,alice.johnson@example.com,-5878444834,Average,True
EMP1636,Grace,Smith,35,DevOps-Florida,Inactive,2023-04-15,85155,grace.smith@example.com,-4884712704,Good,True
EMP1637,Bob,Davis,25,Sales-California,Pending,2024-08-26,89138,bob.davis@example.com,-8772216416,Average,False
EMP1638,Frank,Johnson,35,Admin-Illinois,Active,2022-07-20,115080,frank.johnson@example.com,-5823133483,Excellent,True
EMP1639,Eva,Garcia,30,Finance-Illinois,Active,2023-02-18,55067,eva.garcia@example.com,-5871493924,Poor,True
EMP1640,Bob,Miller,32,HR-Illinois,Pending,2021-05-27,98593,bob.miller@example.com,-2362292586,Average,True
EMP1641,Heidi,Miller,30,HR-Florida,Pending,2022-08-01,112757,heidi.miller@example.com,-9643474523,Average,True
EMP1642,Heidi,Garcia,25,HR-Texas,Inactive,2023-07-21,105206,heidi.garcia@example.com,-5557469659,Poor,False
EMP1643,David,Smith,35,Finance-California,Pending,2023-01-02,50681,david.smith@example.com,-6065274032,Average,True
EMP1644,David,Garcia,35,Cloud Tech-Florida,Pending,2024-03-13,107475,david.garcia@example.com,-4450566587,Average,False
EMP1645,Charlie,Jones,40,HR-California,Active,2023-03-20,68835,charlie.jones@example.com,-3398741131,Good,True
EMP1646,David,Jones,40,DevOps-New York,Active,2024-02-15,66944,david.jones@example.com,-5797067348,Poor,True
EMP1647,David,Smith,30,Admin-Illinois,Inactive,2020-11-15,104526,david.smith@example.com,-9601054856,Excellent,False
EMP1648,Bob,Garcia,40,Sales-Texas,Pending,2020-03-27,109361,bob.garcia@example.com,-4172156228,Average,True
EMP1649,Frank,Jones,40,Sales-California,Inactive,2021-01-09,118908,frank.jones@example.com,-4938173597,Poor,False
EMP1650,Eva,Davis,40,Admin-Illinois,Active,2020-04-20,86801,eva.davis@example.com,-4884021556,Good,False
EMP1651,Alice,Garcia,32,HR-Florida,Pending,2024-05-08,62236,alice.garcia@example.com,-3257375533,Excellent,True
EMP1652,Heidi,Davis,35,DevOps-Texas,Active,2023-10-12,64753,heidi.davis@example.com,-4902166669,Poor,False
EMP1653,Frank,Jones,35,Sales-California,Active,2023-01-28,68399,frank.jones@example.com,-8085096084,Excellent,False
EMP1654,Frank,Miller,35,Admin-Florida,Inactive,2021-03-07,79337,frank.miller@example.com,-8749511917,Excellent,False
EMP1655,Frank,Jones,40,HR-Florida,Active,2023-03-16,59180,frank.jones@example.com,-1828197930,Excellent,False
EMP1656,David,Davis,25,DevOps-California,Active,2023-02-11,80255,david.davis@example.com,-6477251294,Average,False
EMP1657,Charlie,Williams,30,Finance-Texas,Active,2022-05-13,84972,charlie.williams@example.com,-7860694095,Average,False
EMP1658,Frank,Brown,40,HR-California,Pending,2024-10-24,89748,frank.brown@example.com,-35624394,Good,False
EMP1659,Charlie,Johnson,25,Admin-California,Inactive,2024-09-14,94090,charlie.johnson@example.com,-8739592322,Good,False
EMP1660,Frank,Garcia,35,HR-California,Pending,2023-02-15,115229,frank.garcia@example.com,-4210890284,Poor,True
EMP1661,Alice,Williams,40,Cloud Tech-California,Pending,2023-05-25,63927,alice.williams@example.com,-1553334263,Good,True
EMP1662,Charlie,Jones,35,HR-California,Pending,2022-11-11,84125,charlie.jones@example.com,-3350271606,Excellent,False
EMP1663,Bob,Miller,40,Sales-California,Inactive,2023-07-17,116962,bob.miller@example.com,-3607763368,Excellent,True
EMP1664,Frank,Smith,40,DevOps-Illinois,Pending,2022-04-08,109423,frank.smith@example.com,-1128981230,Average,False
EMP1665,Charlie,Jones,35,Admin-California,Inactive,2023-08-30,70395,charlie.jones@example.com,-7955633184,Excellent,False
EMP1666,Grace,Miller,35,Finance-California,Pending,2023-04-17,86466,grace.miller@example.com,-7481700665,Poor,True
EMP1667,Charlie,Brown,30,Cloud Tech-New York,Pending,2021-04-25,96342,charlie.brown@example.com,-1554164315,Excellent,False
EMP1668,Bob,Jones,30,Admin-Florida,Active,2020-07-14,54465,bob.jones@example.com,-7045023289,Excellent,False
EMP1669,Alice,Davis,25,Finance-Illinois,Active,2020-07-31,68372,alice.davis@example.com,-2822700933,Poor,False
EMP1670,Grace,Smith,35,Admin-New York,Pending,2021-08-04,81021,grace.smith@example.com,-5962622821,Good,False
EMP1671,Charlie,Miller,25,Cloud Tech-Nevada,Inactive,2024-10-28,114069,charlie.miller@example.com,-5120734653,Good,True
EMP1672,Heidi,Miller,32,HR-Illinois,Inactive,2020-10-03,117868,heidi.miller@example.com,-9500507025,Poor,False
EMP1673,Charlie,Miller,32,Sales-Florida,Pending,2024-03-13,94510,charlie.miller@example.com,-869822104,Average,False
EMP1674,Eva,Brown,35,Finance-Illinois,Active,2024-07-06,56269,eva.brown@example.com,-3161177686,Excellent,False
EMP1675,Grace,Jones,35,Admin-California,Active,2020-01-01,86632,grace.jones@example.com,-2904774257,Poor,True
EMP1676,Charlie,Brown,35,HR-Florida,Pending,2020-01-18,98144,charlie.brown@example.com,-5917793237,Excellent,False
EMP1677,Heidi,Garcia,35,Cloud Tech-Florida,Inactive,2023-05-07,85155,heidi.garcia@example.com,-2231164912,Average,True
EMP1678,Frank,Johnson,30,Finance-Illinois,Inactive,2022-03-19,67493,frank.johnson@example.com,-3424579888,Excellent,True
EMP1679,Grace,Johnson,40,Admin-California,Active,2022-05-14,93773,grace.johnson@example.com,-4256529059,Poor,False
EMP1680,Eva,Garcia,35,DevOps-Nevada,Pending,2024-07-14,68818,eva.garcia@example.com,-3202032649,Excellent,False
EMP1681,Bob,Jones,30,Admin-California,Active,2023-07-28,81874,bob.jones@example.com,-9775396736,Good,True
EMP1682,Heidi,Davis,30,HR-Texas,Active,2020-04-11,117880,heidi.davis@example.com,-9487148551,Average,False
EMP1683,Bob,Brown,35,HR-New York,Pending,2022-06-16,100897,bob.brown@example.com,-4578715840,Average,True
EMP1684,Charlie,Smith,25,Finance-New York,Inactive,2022-05-10,71810,charlie.smith@example.com,-5608213710,Average,True
EMP1685,Frank,Miller,40,DevOps-Texas,Inactive,2020-06-13,109048,frank.miller@example.com,-8425476817,Poor,False
EMP1686,Alice,Miller,35,Finance-Texas,Pending,2022-08-20,62712,alice.miller@example.com,-2683230357,Average,False
EMP1687,Eva,Jones,40,Cloud Tech-Texas,Pending,2021-05-24,76936,eva.jones@example.com,-9298808582,Good,True
